순위,기업명,종목코드,2024년 매출(억원),섹터(추정),채용규모(추정),채용형태(추정),IT/전산직 채용 및 주요 직무,비고 및 특이사항,직원수(공시),"평균연봉(대표,만원)",평균연봉_출처
637,대원전선,006340,5528,에너지,극소수,,"전선 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 제조업 기반의 최소 인원 전산 관리,157,7094,dart
638,넥스틸,092790,5524,제조·모빌리티,소규모,,"강관 제조 IT, 전산 보안, 인프라 운영","채용 규모/특징: 소수. 포항 기반 철강 전산, 안정적인 직무",403,5217,dart
639,스튜디오드래곤,253450,5501,기타,,수시,"콘텐츠 관리 시스템(CMS), 전산 보안",채용 규모/특징: 수시 채용. CJ ENM 계열 미디어 특화 IT 인프라 운영,173,11770,dart
640,동양이엔피,079960,5484,제조·모빌리티,소규모,,"전원공급장치 제조 IT, 전산 지원",채용 규모/특징: 소수. 평택 기반 중견 제조 전산 유지보수 업무,366,6392,dart
641,에스케이바이오팜,326030,5476,바이오·헬스,,수시,"신약 연구 IT 인프라, 전산 보안, ERP","채용 규모/특징: 수시 채용. 판교 기반 높은 처우, 바이오 IT 특화 직무",265,9895,dart
642,지어소프트,051160,5472,유통·물류,,수시,"IT 서비스 운영, 오아시스 연동 인프라",채용 규모/특징: 수시 채용 활발. IT 기업 기반 유통 플랫폼 전산 관리 핵심,128,4473,dart
643,노브랜드,145170,5462,제조·모빌리티,소규모,,"(식품/유통X, 의류OEM) 글로벌 전산",채용 규모/특징: 소수. 의류 제조 기반 글로벌 전산망 지원 업무,331,6668,dart
644,현대종합특수강,,5458,제조·모빌리티,소규모,,"철강 제조 IT, ERP 유지보수, 보안","채용 규모/특징: 소수. 현대차 계열사, 안정적인 제조 전산 환경",,8500,research
645,휴맥스홀딩스,028080,5427,기타,극소수,,그룹 IT 전략 및 전산 보안 거버넌스,채용 규모/특징: 극소수. 지주사. 실제 IT는 휴맥스(본체)에서 주도,68,6035,dart
646,삼기,122350,5421,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 평택 기반 제조업 전산 유지보수 업무,604,7,dart
647,미코,059090,5405,제조·모빌리티,소규모,수시,"반도체 부품 제조 IT, ERP 운영, 보안",채용 규모/특징: 소수 수시 채용. 안성 기반 중견 제조 전산 인프라 지원,182,5897,dart
648,경남기업,000800,5404,건설·엔지니어링,소규모,,"건설 ERP 운영, 본사/현장 전산 지원",채용 규모/특징: 소수. SM그룹 계열 건설 IT 인프라 관리,347,7879,dart
649,한화갤러리아,452260,5383,유통·물류,중간,혼합,"백화점 전산 인프라, 보안, 멤버십",채용 규모/특징: 수시/정기 공채. 리테일 특화 전산 및 인프라 운영,797,6819,dart
650,깨끗한나라,004540,5370,제조·모빌리티,소규모,,"제지 제조 IT, ERP 유지보수, 보안",채용 규모/특징: 소수. 제조업 기반의 안정적인 전산 관리 직무,607,7576,dart
651,휴맥스,115160,5356,기타,,수시,"전산 시스템 운영, 모빌리티 IT 지원",채용 규모/특징: 수시 채용. 카플랫 등 모빌리티 서비스 연계 전산 관리,70,7365,dart
652,NICE평가정보,030190,5350,기타,,수시,"금융 데이터 서버 운영, 전산 보안","채용 규모/특징: 수시 채용 활발. 국내 최대 CB사, 고수준 보안 전산 인력 필수",749,10842,dart
653,코스메카코리아,241710,5243,제조·모빌리티,소규모,수시,"화장품 제조 IT, 스마트 팩토리, ERP",채용 규모/특징: 소수 수시 채용. 음성/판교 기반 화장품 제조 전산 지원,450,5439,dart
654,일신방직,003200,5237,제조·모빌리티,극소수,,"섬유 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 광주 공장 중심의 매우 보수적인 전산직,579,4196,dart
655,동원개발,013120,5204,건설·엔지니어링,소규모,,"건설 ERP 운영, 본사 전산 인프라 관리",채용 규모/특징: 소수. 부산 기반 대형 건설사 전산 유지보수,325,6264,dart
656,뉴파워프라즈마,144960,5198,기타,극소수,,"반도체 장비 IT, 일반 전산 지원",채용 규모/특징: 극소수. 수원 기반 중견 장비사 전산 인프라 관리,351,8374,dart
657,탑런토탈솔루션,336680,5197,제조·모빌리티,소규모,,"전자부품 제조 IT, 글로벌 ERP 관리",채용 규모/특징: 소수. 구미 기반 글로벌 제조망 전산 지원 업무,213,5070,dart
658,플랜텍,051310,5192,건설·엔지니어링,소규모,수시,"(구 포스코플랜텍) 공정 전산, 인프라",채용 규모/특징: 소수 수시 채용. 포항 기반 플랜트 전산 및 설계 인프라 지원,575,8512,dart
659,KSS해운,044450,5179,에너지,소규모,,"해운 전산 시스템 운영, 선박 IT 보안","채용 규모/특징: 소수. 가스 운반 특화 해운 전산, 높은 연봉 수준",525,6916,dart
660,오아시스,,5171,유통·물류,,수시,"새벽배송 시스템 운영, 물류 전산 보안",채용 규모/특징: 수시 채용 활발. 신선식품 이커머스 기반 전산/인프라 실무,,7000,research
661,더네이쳐홀딩스,298540,5169,유통·물류,,수시,"패션 유통 전산, 이커머스 인프라 보안",채용 규모/특징: 수시 채용. 내셔널지오그래픽 브랜드 전산 및 물류 지원,398,5928,dart
662,AP시스템,265520,5167,제조·모빌리티,소규모,수시,"반도체/OLED 장비 IT, 스마트 팩토리",채용 규모/특징: 소수 수시 채용. 동탄 기반 장비 제조 전산 및 보안 관리,562,6700,dart
663,케이프,064820,5165,제조·모빌리티,극소수,,"선박 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 양산 기반 제조업 전산 유지보수 업무,204,4695,dart
664,에이플러스에셋,244920,5158,금융,,수시,"금융 전산 운영, 일반 전산 보안",채용 규모/특징: 수시 채용. GA(보험대리점) 기반 영업 전산 지원 핵심,475,6237,dart
665,솔브레인홀딩스,036830,5154,기타,소규모,,그룹 IT 전략 및 제조 전산 거버넌스,채용 규모/특징: 소수 (지주사). 판교 기반 계열사 IT 통합 기획 및 감사,76,9775,dart
666,한일현대시멘트,006390,5134,제조·모빌리티,소규모,,"시멘트 제조 IT, ERP 유지보수, 보안","채용 규모/특징: 소수. 한일시멘트 계열, 안정적인 제조업 전산직",379,10595,dart
667,우리산업,215360,5106,제조·모빌리티,소규모,,"자동차 부품 제조 IT, ERP 운영, 보안",채용 규모/특징: 소수. 용인 기반 테슬라 협력사 제조 전산 지원,347,6513,dart
668,에스텍,069510,5094,제조·모빌리티,극소수,,"음향기기 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 양산 기반 제조업의 소규모 전산 조직 운영,334,8279,dart
669,미원에스씨,268280,5093,기타,소규모,수시,"정밀화학 제조 IT, ERP 유지보수, 보안","채용 규모/특징: 소수 수시 채용. 미원홀딩스 계열, 매우 높은 연봉과 안정성",513,6727,dart
670,씨아이에스,222080,5085,제조·모빌리티,,수시,"이차전지 장비 IT, 전산 인프라 보안",채용 규모/특징: 수시 채용. 대구 기반 급성장하는 제조 전산 조직,513,3735,dart
671,한독,002390,5074,바이오·헬스,중간,혼합,"제약 전산 시스템, ERP 운영, 보안","채용 규모/특징: 수시/정기 공채. 테라플루 등 브랜드, 안정적 제약 전산 환경",988,7699,dart
672,코미코,183300,5071,제조·모빌리티,소규모,수시,"반도체 세정/코팅 IT, MES 운영, 보안",채용 규모/특징: 소수 수시 채용. 안성 기반 중견 제조 전산 인프라 지원,767,6180,dart
673,효성 ITX,094280,5064,기타,,수시,"IT 서비스 운영, CDN, 전산 보안","채용 규모/특징: 수시 채용 활발. 효성그룹 IT 사업 핵심, 전산 인프라 전문 기업",8094,3211,dart
674,남광토건,001260,5042,건설·엔지니어링,극소수,,"건설 ERP 운영, 본사/현장 전산 지원",채용 규모/특징: 극소수. 건설 현장 네트워크 및 시스템 유지보수,524,7611,dart
675,조선내화,462520,5006,제조·모빌리티,극소수,,"제조 공정 IT, 일반 전산 유지보수","채용 규모/특징: 극소수. 포스코 협력 제조 기반, 매우 안정적인 직무",576,7399,dart
676,일성건설,013360,5004,건설·엔지니어링,극소수,,"건설 ERP 운영, 일반 전산 지원",채용 규모/특징: 극소수. 전형적인 건설업계 전산 유지보수 업무,442,8396,dart
677,조일알미늄,018470,4984,제조·모빌리티,극소수,,"알루미늄 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 경산 기반 제조업의 최소 인원 전산 관리,385,6173,dart
678,인터플렉스,051370,4975,제조·모빌리티,소규모,,"연성회로기판(FPCB) 제조 IT, 보안",채용 규모/특징: 소수. 영풍그룹 계열 안산 기반 제조 전산 지원,455,4627,dart
679,이건홀딩스,039020,4974,기타,소규모,,그룹 IT 전략 및 건자재 전산 기획,채용 규모/특징: 소수. 인천 기반 계열사 IT 통합 관리 및 보안,43,6791,dart
680,백산,035150,4970,제조·모빌리티,극소수,,"합성피혁 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 시흥 기반 제조업의 전형적인 전산 직무,225,5713,dart
681,신라교역,004970,4961,기타,극소수,,"원양어업 전산 시스템, 일반 전산 지원",채용 규모/특징: 극소수. 보수적이지만 매우 안정적인 전산 환경,494,6833,dart
682,메타넷엑스,,4951,기타,,수시,"IT 아웃소싱(ITO), 전산 인프라 운영","채용 규모/특징: 수시 채용 활발. IT 서비스 전문 기업, 다양한 고객사 전산 지원",,6000,research
683,한화비전,489790,4933,기타,중간,혼합,"영상 보안 IT 솔루션, 서버 인프라, 보안",채용 규모/특징: 수시/정기 공채. (구 한화테크윈) 고도의 IT 기술력 요구,14,10000,research
684,제우스,079370,4908,기타,소규모,수시,"반도체 장비 IT, 일반 전산 지원, 보안",채용 규모/특징: 소수 수시 채용. 화성/안산 기반 중견 장비사 전산 인프라 관리,613,6678,dart
685,가온그룹,078890,4893,기타,소규모,,"셋톱박스/네트워크 IT 인프라, 보안",채용 규모/특징: 소수. (구 가온미디어) 네트워크 장비 기반 전산 관리,285,6944,dart
686,팅크웨어,084730,4891,기타,,수시,"내비게이션 전산 시스템, 보안, 인프라",채용 규모/특징: 수시 채용. 아이나비 기반 플랫폼 및 서버 운영 핵심,254,5557,dart
687,동서,026960,4889,기타,소규모,,그룹 IT 전략 및 유통 전산 기획,채용 규모/특징: 소수 (지주사). 동서식품 등 계열사 전산 정책 수립 및 감사,273,8741,dart
688,디에이피,066900,4888,제조·모빌리티,극소수,,"PCB 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 안성 기반 제조업의 전형적인 전산 직무,1125,5044,dart
689,미래반도체,254490,4876,제조·모빌리티,극소수,,"반도체 유통 IT, 전산 행정 및 지원",채용 규모/특징: 극소수. 삼성전자 대리점 기반의 전산 유지보수,35,7837,dart
690,코오롱ENP,138490,4862,기타,소규모,수시,"소재 제조 IT, ERP 운영, 전산 보안",채용 규모/특징: 소수 수시 채용. (구 코오롱플라스틱) 김천 기반 안정적 전산직,411,8387,dart
691,바이오스마트,038460,4843,바이오·헬스,극소수,,"스마트카드 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 소규모 전산 조직 운영,163,5614,dart
692,교촌에프앤비,339770,4808,기타,,수시,"가맹 전산 시스템 운영, 물류 IT 보안",채용 규모/특징: 수시 채용. 교촌치킨 프랜차이즈 전산 및 인프라 지원,430,6019,dart
693,영흥,012160,4803,제조·모빌리티,극소수,,"선재 제조 IT, 일반 전산 유지보수",채용 규모/특징: 극소수. 보수적인 제조업의 전형적인 전산 관리 업무,279,5648,dart
694,삼영무역,002810,4802,기타,극소수,,"렌즈 제조/화학 유통 IT, 일반 전산 지원",채용 규모/특징: 극소수. 에실로코리아 등 계열사 연계 전산 관리,53,6202,dart
695,셀트리온제약,068760,4778,바이오·헬스,,수시,"제약 전산 시스템, ERP 운영, 보안",채용 규모/특징: 수시 채용 활발. 청주/오창 기반 성장하는 제약 전산 조직,920,6437,dart
696,미원홀딩스,107590,4766,기타,소규모,,그룹 IT 전략 및 화학 제조 전산 기획,채용 규모/특징: 소수 (지주사). 미원 계열사 통합 전산 정책 및 보안 가이드,21,7086,dart
697,톱텍,108230,4736,제조·모빌리티,소규모,수시,"자동화 설비 IT, 스마트 팩토리, 보안",채용 규모/특징: 소수 수시 채용. 구미/아산 기반 디스플레이/배터리 장비 전산,473,8577,dart
698,이구산업,025820,4723,제조·모빌리티,극소수,,"동 압연 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 안산 기반 제조업의 매우 안정적인 전산직,233,6787,dart
699,롯데관광개발,032350,4715,기타,대규모,수시,"카지노/리조트 전산 시스템 운영, 보안",채용 규모/특징: 수시 채용 활발. 제주 드림타워 기반 대규모 전산 인프라 관리,998,4996,dart
700,에스엘엘중앙,,4701,기타,,수시,"콘텐츠 유통 IT 인프라, CMS 보안",채용 규모/특징: 수시 채용. (구 JTBC스튜디오) 미디어 특화 전산/인프라,,8500,research
701,더블다운인터액티브,,4656,기타,,수시,"게임 서버 운영, 전산 보안, 인프라","채용 규모/특징: 수시 채용. 나스닥 상장사, 게임 IT 인프라 직군 대우 우수",,10000,research
702,슈피겐코리아,192440,4653,유통·물류,,수시,"이커머스 전산, ERP 운영, 인프라 보안",채용 규모/특징: 수시 채용. 글로벌 유통망 기반 전산 및 네트워크 관리,435,6040,dart
703,동화약품,000020,4649,바이오·헬스,소규모,수시,"제약 전산 시스템, ERP 유지보수, 보안",채용 규모/특징: 소수 수시 채용. 정통 제약사의 안정적인 전산 운영 업무,824,6968,dart
704,네패스,033640,4643,제조·모빌리티,,수시,"반도체 제조 IT, MES 운영, 전산 보안",채용 규모/특징: 수시 채용. 충북 기반 반도체 후공정 제조 전산 지원,1101,5235,dart
705,더본코리아,475560,4642,유통·물류,,수시,"프랜차이즈 전산 시스템, POS 보안, ERP","채용 규모/특징: 수시 채용 활발. 백종원 대표 회사, 유통/외식 전산 인프라 핵심",728,5043,dart
706,호전실업,111110,4640,기타,소규모,,"글로벌 의류 제조 IT, 해외 법인 ERP 관리",채용 규모/특징: 소수. 인도네시아 등 해외 법인 전산 지원 업무,159,5534,dart
707,락앤락,115390,4639,기타,,수시,"유통 전산 시스템, ERP 운영, 전산 보안",채용 규모/특징: 수시 채용. 글로벌 생활용품 전산 인프라 및 네트워크 관리,279,6435,dart
